"Dato","Arr/Dep","Rutenr.","STA/STD","A/C","Org./Des."
"9/23/2019","D","SK 1876 ","20:55","321","SVG "
"9/23/2019","D","SK 446  ","20:55","321","GOT "
"9/23/2019","D","EZY8270 ","21:00","32A","LGW "
"9/23/2019","D","JU 405  ","21:00","319","BEG "
"9/23/2019","D","SK 2870 ","21:00","321","BGO "
"9/23/2019","D","SK 995  ","21:00","343","PEK "
"9/23/2019","A","EJU4557 ","21:05","319","SXF "
"9/23/2019","A","P8 3273 ","21:05","SFF","AES "
"9/23/2019","A","QR 163  ","21:05","788","DOH "
"9/23/2019","A","SK 463  ","21:05","321","OSL "
"9/23/2019","D","SK 1289 ","21:05","AT7","BLL "
"9/23/2019","D","SK 742  ","21:05","CR9","VNO "
"9/23/2019","D","SN 2264 ","21:05","CR9","BRU "
"9/23/2019","A","AY 961  ","21:10","319","HEL "
"9/23/2019","A","EJU2655 ","21:10","319","MXP "
"9/23/2019","A","SK 411  ","21:10","321","ARN "
"9/23/2019","D","DX 088  ","21:10","AT7","KRP "
"9/23/2019","D","FR 8899 ","21:10","73H","OPO "
"9/23/2019","D","LH 2439 ","21:15","CR9","MUC "
"9/23/2019","D","SK 647  ","21:15","CR9","HAM "
"9/23/2019","D","WF 279  ","21:15","DH4","KRS "
"9/23/2019","D","WF 316  ","21:15","DH4","TRF "
"9/23/2019","A","FI 216  ","21:20","75W","KEF "
"9/23/2019","D","D8 3090 ","21:20","73H","AAL "
"9/23/2019","D","EJU5688 ","21:20","320","TXL "
"9/23/2019","A","DY 968  ","21:25","73H","BGO "
"9/23/2019","A","EZY1987 ","21:25","319","MAN "
"9/23/2019","A","FX 7038 ","21:25","ATF","OSL "
"9/23/2019","A","P8 3051 ","21:25","SFF","KRS "
"9/23/2019","A","SK 1516 ","21:25","32A","LHR "
"9/23/2019","A","SK 1717 ","21:25","319","HEL "
"9/23/2019","A","SK 1560 ","21:30","319","CDG "
"9/23/2019","A","DX 053  ","21:35","AT7","RNN "
"9/23/2019","A","FR 2674 ","21:35","73H","EDI "
"9/23/2019","A","SU 2496 ","21:35","73H","SVO "
"9/23/2019","D","EJU4558 ","21:35","319","SXF "
"9/23/2019","A","SK 554  ","21:40","32A","AMS "
"9/23/2019","D","EJU2656 ","21:40","319","MXP "
"9/23/2019","D","SK 2761 ","21:40","CR9","WAW "
"9/23/2019","A","0B 153  ","21:45","734","OTP "
"9/23/2019","A","FR 7386 ","21:45","73H","STN "
"9/23/2019","A","LH 2446 ","21:45","320","MUC "
"9/23/2019","A","SK 542  ","21:45","321","MAN "
"9/23/2019","A","QY 3163 ","21:50","73P","SVG "
"9/23/2019","D","EZY1988 ","21:50","319","MAN "
"9/23/2019","A","QY 3317 ","21:55","ABY","OSL "
"9/23/2019","A","QY 3907 ","21:55","75C","ORB "
"9/23/2019","A","SK 1636 ","21:55","320","FRA "
"9/23/2019","A","TK 1787 ","21:55","73H","IST "
"9/23/2019","D","DY 969  ","21:55","73H","BGO "
"9/23/2019","A","BA 822  ","22:00","32A","LHR "
"9/23/2019","A","LO 459  ","22:00","E95","WAW "
"9/23/2019","A","SK 1427 ","22:00","32A","ARN "
"9/23/2019","A","SK 2590 ","22:00","CR9","BRU "
"9/23/2019","D","6I 110  ","22:00","AT7","SGD "
"9/23/2019","D","FR 2675 ","22:00","73H","EDI "
"9/23/2019","A","SK 1475 ","22:05","738","OSL "
"9/23/2019","A","SK 1522 ","22:05","CR9","ABZ "
"9/23/2019","A","SK 1678 ","22:05","32A","TXL "
"9/23/2019","A","SK 2686 ","22:05","CR9","BLQ "
"9/23/2019","A","SK 688  ","22:05","32A","MXP "
"9/23/2019","D","DX 054  ","22:05","AT7","RNN "
"9/23/2019","A","OS 307  ","22:10","320","VIE "
"9/23/2019","A","SK 2536 ","22:10","319","BHX "
"9/23/2019","A","SK 2962 ","22:10","319","FLR "
"9/23/2019","A","SK 610  ","22:10","320","ZRH "
"9/23/2019","A","SK 618  ","22:10","CR9","GVA "
"9/23/2019","D","FR 7385 ","22:10","73H","STN "
"9/23/2019","A","FR 2724 ","22:15","73H","KRK "
"9/23/2019","D","SK 1720 ","22:15","321","HEL "
"9/23/2019","A","QY 3265 ","22:20","ABY","GOT "
"9/23/2019","A","KL 1139 ","22:30","73H","AMS "
"9/23/2019","D","0B 154  ","22:30","734","OTP "
"9/23/2019","D","FI 217  ","22:30","75W","KEF "
"9/23/2019","A","LH 832  ","22:35","320","FRA "
"9/23/2019","A","SN 2265 ","22:35","319","BRU "
"9/23/2019","D","QR 164  ","22:35","788","DOH "
"9/23/2019","A","SK 2881 ","22:40","CR9","TRD "
"9/23/2019","D","FR 2725 ","22:40","73H","KRK "
"9/23/2019","A","LX 1278 ","22:45","320","ZRH "
"9/23/2019","D","FX 5181 ","22:45","75C","CDG "
"9/23/2019","A","JTG248  ","22:50","73W","AYT "
"9/23/2019","D","SK 1273 ","22:50","AT7","AAR "
"9/23/2019","D","SK 1790 ","22:50","CR9","TLL "
"9/23/2019","D","SK 2744 ","22:50","CR9","PLQ "
"9/23/2019","D","SK 2884 ","22:50","CR9","TRD "
"9/23/2019","A","AF 1350 ","22:55","319","CDG "
"9/23/2019","A","TP 752  ","22:55","321","LIS "
"9/23/2019","D","SK 1428 ","22:55","32A","ARN "
"9/23/2019","D","SK 1474 ","22:55","738","OSL "
"9/23/2019","D","SK 448  ","22:55","CR9","GOT "
"9/23/2019","D","SK 1225 ","23:00","320","AAL "
"9/23/2019","D","SK 753  ","23:00","319","GDN "
"9/23/2019","A","D8 3242 ","23:10","73H","OSL "
"9/23/2019","D","CGF175  ","23:10","73Y","LEJ "
"9/23/2019","A","SK 1508 ","23:20","320","LHR "
"9/23/2019","D","QY 177  ","23:20","ABY","LEJ "
"9/23/2019","D","QY 335  ","23:30","75C","EMA "
"9/23/2019","A","D8 2914 ","23:35","73H","LGW "
"9/23/2019","A","D8 3639 ","23:40","73H","ORY "
"9/23/2019","D","QY 319  ","23:40","ABY","BRU "
"9/23/2019","A","D8 3663 ","23:50","73H","ALC "
"9/23/2019","D","QY 387  ","23:50","73P","CGN "
"9/23/2019","A","D8 3647 ","23:55","73H","NCE "
"9/24/2019","A","D8 3563 ","0:10","73H","KRK "
"9/24/2019","D","SU 2497 ","0:10","73H","SVO "
"9/24/2019","A","D8 3677 ","0:25","321","AGP "
"9/24/2019","A","DX 943  ","0:35","320","BLL "
"9/24/2019","A","SK 1546 ","0:35","CR9","MAN "
"9/24/2019","A","D8 3733 ","0:40","73H","FCO "
"9/24/2019","A","DI 8984 ","3:10","789","LGW "
"9/24/2019","A","QY 388  ","3:35","73P","CGN "
"9/24/2019","A","QY 176  ","3:45","73P","LEJ "
"9/24/2019","A","EK 9934 ","4:00","77X","MEX "
"9/24/2019","A","DK 4590 ","4:05","321","MMX "
"9/24/2019","A","QY 318  ","4:20","ABY","BRU "
"9/24/2019","A","QY 336  ","4:40","75C","EMA "
"9/24/2019","A","QY 178  ","4:45","ABY","LEJ "
"9/24/2019","A","D8 3407 ","5:15","73H","RAK "
"9/24/2019","D","EK 9934 ","5:25","77X","DWC "
"9/24/2019","D","QY 3848 ","5:30","73P","HEL "
"9/24/2019","A","FX 5182 ","5:40","75C","CDG "
"9/24/2019","D","QY 3264 ","5:40","ABY","GOT "
"9/24/2019","D","QY 3906 ","5:50","75C","ORB "
"9/24/2019","D","D8 3672 ","5:55","321","AGP "
"9/24/2019","D","D8 3374 ","6:00","73H","ATH "
"9/24/2019","D","D8 3790 ","6:00","73H","TLV "
"9/24/2019","D","KL 1124 ","6:00","73H","AMS "
"9/24/2019","D","QY 3316 ","6:00","ABY","OSL "
"9/24/2019","D","SK 452  ","6:00","320","OSL "
"9/24/2019","D","TP 753  ","6:00","321","LIS "
"9/24/2019","D","D8 3664 ","6:05","73H","PMI "
"9/24/2019","D","LH 2447 ","6:05","320","MUC "
"9/24/2019","D","SK 2821 ","6:05","319","GZP "
"9/24/2019","D","AF 1351 ","6:15","319","CDG "
"9/24/2019","D","LX 1279 ","6:15","320","ZRH "
"9/24/2019","D","SK 400  ","6:15","32A","ARN "
"9/24/2019","D","D8 3660 ","6:20","73H","ALC "
"9/24/2019","A","SQ 352  ","6:25","77W","SIN "
"9/24/2019","A","DX 031  ","6:40","AT4","RNN "
"9/24/2019","A","SK 1240 ","6:40","AT7","AAR "
"9/24/2019","D","SN 2268 ","6:40","319","BRU "
"9/24/2019","D","LH 833  ","6:45","320","FRA "
"9/24/2019","D","TK 1788 ","6:45","73H","IST "
"9/24/2019","A","FR 7621 ","6:50","73H","KUN "
"9/24/2019","D","D8 2899 ","6:50","73H","LGW "
"9/24/2019","D","JTG223  ","6:50","73W","DLM "
"9/24/2019","A","SK 928  ","6:55","333","BOS "
"9/24/2019","D","JTG395  ","6:55","73W","PDL "
"9/24/2019","D","QY 3162 ","6:55","73P","SVG "
"9/24/2019","D","SK 1706 ","6:55","319","HEL "
"9/24/2019","A","DX 071  ","7:00","AT4","KRP "
"9/24/2019","A","SK 743  ","7:00","CR9","VNO "
"9/24/2019","A","SK 966  ","7:00","343","HKG "
"9/24/2019","D","D8 3194 ","7:00","73H","ARN "
"9/24/2019","D","D8 3580 ","7:00","73H","PRG "
"9/24/2019","D","DK 1106 ","7:00","321","PMI "
"9/24/2019","D","DK 1952 ","7:00","32B","PMI "
"9/24/2019","D","LO 460  ","7:00","E95","WAW "
"9/24/2019","A","QR 161  ","7:05","77W","DOH "
"9/24/2019","A","SK 1228 ","7:05","320","AAL "
"9/24/2019","A","SK 1439 ","7:05","CR9","GOT "
"9/24/2019","A","SK 1791 ","7:05","CR9","TLL "
"9/24/2019","A","SK 2749 ","7:05","CR9","PLQ "
"9/24/2019","A","WF 262  ","7:05","DH4","KRS "
"9/24/2019","D","P8 3272 ","7:05","SFF","AES "
"9/24/2019","D","SK 639  ","7:05","321","FRA "
"9/24/2019","A","D8 3079 ","7:10","73H","AAL "
"9/24/2019","A","SK 1280 ","7:10","AT7","BLL "
"9/24/2019","A","SK 1758 ","7:10","319","GDN "
"9/24/2019","A","SK 1871 ","7:10","321","SVG "
"9/24/2019","D","D8 3221 ","7:10","73H","OSL "
"9/24/2019","D","OS 308  ","7:10","320","VIE "
"9/24/2019","D","P8 3050 ","7:10","SFF","KRS "
"9/24/2019","D","SK 1205 ","7:10","CR9","AAL "
"9/24/2019","A","SK 1461 ","7:15","320","OSL "
"9/24/2019","A","SK 910  ","7:15","333","EWR "
"9/24/2019","A","SK 926  ","7:15","333","IAD "
"9/24/2019","A","WF 301  ","7:15","DH4","TRF "
"9/24/2019","D","FR 7383 ","7:15","73H","STN "
"9/24/2019","A","SK 1415 ","7:20","320","ARN "
"9/24/2019","A","SK 2861 ","7:20","321","BGO "
"9/24/2019","D","AY 962  ","7:20","319","HEL "
"9/24/2019","D","BA 811  ","7:20","32A","LHR "
"9/24/2019","D","FX 8038 ","7:20","ATF","OSL "
"9/24/2019","D","SK 402  ","7:20","32A","ARN "
"9/24/2019","D","SK 454  ","7:20","320","OSL "
"9/24/2019","A","SK 1672 ","7:25","AT7","HAJ "
"9/24/2019","A","SK 2762 ","7:25","CR9","WAW "
"9/24/2019","A","SK 648  ","7:25","CR9","HAM "
"9/24/2019","D","D8 3730 ","7:25","73H","FCO "
"9/24/2019","D","SK 661  ","7:25","321","MUC "
"9/24/2019","A","SK 1242 ","7:30","32A","AAR "
"9/24/2019","A","SK 620  ","7:30","CR9","DUS "
"9/24/2019","A","SK 668  ","7:30","CR9","STR "
"9/24/2019","D","DX 032  ","7:30","AT4","RNN "
"9/24/2019","D","SK 1243 ","7:30","AT7","AAR "
"9/24/2019","A","SK 2885 ","7:35","CR9","TRD "
"9/24/2019","A","UV 255  ","7:35","LJ6","KEF "
"9/24/2019","D","D8 3082 ","7:35","73H","AAL "
"9/24/2019","D","WF 263  ","7:35","DH4","KRS "
"9/24/2019","A","DX 033  ","7:40","AT7","RNN "
"9/24/2019","A","SK 433  ","7:40","321","GOT "
"9/24/2019","A","TG 950  ","7:40","77W","BKK "
"9/24/2019","A","6I 101  ","7:45","AT7","SGD "
"9/24/2019","A","FR 8220 ","7:45","73H","PRG "
"9/24/2019","A","SK 1202 ","7:50","321","AAL "
"9/24/2019","D","SK 501  ","7:50","32A","LHR "
"9/24/2019","D","WF 302  ","7:50","DH4","TRF "
"9/24/2019","D","SK 601  ","7:55","319","ZRH "
"9/24/2019","A","LG 5433 ","8:00","DH4","LUX "
"9/24/2019","A","LH 2440 ","8:00","319","MUC "
"9/24/2019","A","SK 1705 ","8:00","321","HEL "
"9/24/2019","D","SK 1416 ","8:00","320","ARN "
"9/24/2019","D","SK 2683 ","8:00","CR9","BLQ "
"9/24/2019","D","SK 657  ","8:00","CR9","STR "
"9/24/2019","D","SK 669  ","8:00","AT7","HAJ "
"9/24/2019","D","SK 751  ","8:00","319","WAW "
"9/24/2019","A","DX 073  ","8:05","AT7","KRP "
"9/24/2019","A","PNX515  ","8:05","J32","FMO "
"9/24/2019","D","SK 1629 ","8:05","32A","DUS "
"9/24/2019","D","SK 1870 ","8:05","CR9","SVG "
"9/24/2019","D","SK 2862 ","8:05","CR9","BGO "
"9/24/2019","D","SK 744  ","8:05","CR9","VNO "
"9/24/2019","D","SK 755  ","8:05","CR9","GDN "
"9/24/2019","A","D8 3081 ","8:10","73H","AAL "
"9/24/2019","D","FR 8221 ","8:10","73H","PRG "
"9/24/2019","D","SK 1462 ","8:10","320","OSL "
"9/24/2019","D","SK 1641 ","8:10","CR9","HAM "
"9/24/2019","A","DY 4151 ","8:15","73H","ARN "
"9/24/2019","A","FR 201  ","8:15","73H","CRL "
"9/24/2019","A","UV 502  ","8:15","GJ4","BOS "
"9/24/2019","D","6I 102  ","8:15","AT7","SGD "
"9/24/2019","D","DX 243  ","8:15","320","FUE "
"9/24/2019","D","SK 2551 ","8:15","32A","AMS "
"9/24/2019","D","SK 593  ","8:15","320","BRU "
"9/24/2019","A","AY 951  ","8:20","321","HEL "
"9/24/2019","A","SK 1463 ","8:20","73W","OSL "
"9/24/2019","D","JTG381  ","8:20","73W","TFS "
"9/24/2019","D","QR 162  ","8:20","77W","DOH "
"9/24/2019","D","SK 434  ","8:20","CR9","GOT "
"9/24/2019","D","SK 613  ","8:20","CR9","GVA "
"9/24/2019","A","BT 131  ","8:25","CS3","RIX "
"9/24/2019","A","SK 1417 ","8:25","32A","ARN "
"9/24/2019","A","SK 550  ","8:25","32A","AMS "
"9/24/2019","D","JTG327  ","8:25","73H","PMI "
"9/24/2019","D","SK 1685 ","8:25","321","MXP "
"9/24/2019","D","SK 2533 ","8:25","CR9","BHX "
"9/24/2019","D","SK 2757 ","8:25","AT7","SZZ "
"9/24/2019","D","SK 565  ","8:25","321","CDG "
"9/24/2019","A","OK 504  ","8:30","319","PRG "
"9/24/2019","D","DX 034  ","8:30","AT7","RNN "
"9/24/2019","D","PNX516  ","8:30","J32","FMO "
"9/24/2019","D","RC 7192 ","8:30","320","NAP "
"9/24/2019","D","SK 539  ","8:30","321","MAN "
"9/24/2019","D","SK 595  ","8:30","321","KEF "
"9/24/2019","D","LG 5434 ","8:35","DH4","LUX "
"9/24/2019","D","SK 777  ","8:35","321","ATH "
"9/24/2019","A","AC 882  ","8:40","77W","YYZ "
"9/24/2019","A","EJU5681 ","8:40","32A","TXL "
"9/24/2019","A","KL 1125 ","8:40","73H","AMS "
"9/24/2019","D","FR 200  ","8:40","73H","CRL "
"9/24/2019","D","LH 2441 ","8:40","319","MUC "
"9/24/2019","D","DX 074  ","8:45","AT7","KRP "
"9/24/2019","D","DY 4152 ","8:45","73H","ARN "
"9/24/2019","A","DY 932  ","8:50","73H","OSL "
"9/24/2019","A","JU 400  ","8:50","319","BEG "
"9/24/2019","A","LX 1266 ","8:50","321","ZRH "
"9/24/2019","A","SK 419  ","8:50","321","ARN "
"9/24/2019","A","XQ 570  ","8:50","320","AYT "
"9/24/2019","D","D8 3666 ","8:50","73H","PMI "
"9/24/2019","A","AF 1750 ","8:55","319","CDG "
"9/24/2019","A","LH 824  ","9:00","32N","FRA "
"9/24/2019","A","SK 451  ","9:00","320","OSL "
"9/24/2019","D","AY 952  ","9:00","321","HEL "
"9/24/2019","D","SK 1418 ","9:00","32A","ARN "
"9/24/2019","A","EW 9190 ","9:05","319","DUS "
"9/24/2019","A","OS 301  ","9:05","320","VIE "
"9/24/2019","A","SK 1206 ","9:05","CR9","AAL "
"9/24/2019","D","BT 132  ","9:05","CS3","RIX "
"9/24/2019","D","EJU5682 ","9:10","32A","TXL "
"9/24/2019","D","SK 1464 ","9:10","73W","OSL "
"9/24/2019","A","EJU2653 ","9:15","319","MXP "
"9/24/2019","A","SK 1244 ","9:15","AT7","AAR "
"9/24/2019","A","SK 401  ","9:15","32A","ARN "
"9/24/2019","D","OK 505  ","9:15","319","PRG "
"9/24/2019","D","SK 1207 ","9:15","32A","AAL "
"9/24/2019","D","UV 502  ","9:15","GJ4","DEL "
"9/24/2019","A","D8 2900 ","9:20","73H","LGW "
"9/24/2019","A","DX 035  ","9:20","AT4","RNN "
"9/24/2019","D","DY 933  ","9:20","73H","OSL "
"9/24/2019","A","D8 3083 ","9:25","73H","AAL "
"9/24/2019","A","SRR4231 ","9:25","GJ4","MMU "
"9/24/2019","D","KL 1126 ","9:25","73H","AMS "
"9/24/2019","A","FR 2676 ","9:30","73H","BLQ "
"9/24/2019","D","JU 401  ","9:35","319","BEG "
"9/24/2019","D","LX 1267 ","9:35","321","ZRH "
"9/24/2019","A","LO 463  ","9:40","E95","WAW "
"9/24/2019","D","AF 1751 ","9:40","319","CDG "
"9/24/2019","D","SK 1708 ","9:40","CR9","HEL "
"9/24/2019","D","SK 793  ","9:40","320","NCE "
"9/24/2019","D","XQ 571  ","9:40","320","AYT "
"9/24/2019","A","SK 500  ","9:45","32A","LHR "
"9/24/2019","A","TK 1783 ","9:45","332","IST "
"9/24/2019","D","EJU2654 ","9:45","319","MXP "
"9/24/2019","A","D8 3195 ","9:50","73H","ARN "
"9/24/2019","A","NFA122  ","9:50","SWM","AAL "
"9/24/2019","D","D8 2901 ","9:50","73H","LGW "
"9/24/2019","D","SK 1245 ","9:50","AT7","AAR "
"9/24/2019","D","FR 2677 ","9:55","73H","BLQ "
"9/24/2019","D","SK 585  ","9:55","321","PMI "
"9/24/2019","D","EW 9191 ","10:00","319","DUS "
"9/24/2019","D","LH 825  ","10:00","32N","FRA "
"9/24/2019","D","SK 681  ","10:05","32A","FCO "
"9/24/2019","D","NFA122  ","10:10","SWM","AAL "
"9/24/2019","D","OS 302  ","10:10","320","VIE "
"9/24/2019","A","6I 103  ","10:15","AT7","SGD "
"9/24/2019","A","D8 3222 ","10:15","73H","OSL "
"9/24/2019","A","DX 037  ","10:15","AT7","RNN "
"9/24/2019","A","VY 1870 ","10:15","32A","BCN "
"9/24/2019","A","D8 3581 ","10:20","73H","PRG "
"9/24/2019","A","EZY8265 ","10:20","319","LGW "
"9/24/2019","A","SK 403  ","10:20","32A","ARN "
"9/24/2019","A","SK 443  ","10:20","CR9","GOT "
"9/24/2019","D","D8 3196 ","10:20","73H","ARN "
"9/24/2019","A","D8 5070 ","10:25","73H","AGP "
"9/24/2019","A","FR 4047 ","10:25","73H","AGP "
"9/24/2019","A","SK 455  ","10:25","320","OSL "
"9/24/2019","D","SK 909  ","10:25","333","EWR "
"9/24/2019","A","OU 480  ","10:30","CRK","ZAG "
"9/24/2019","A","SK 756  ","10:30","CR9","GDN "
"9/24/2019","D","D8 3640 ","10:30","73H","NCE "
"9/24/2019","D","LO 464  ","10:30","E95","WAW "
"9/24/2019","D","SK 537  ","10:30","32A","DUB "
"9/24/2019","A","SK 646  ","10:35","CR9","HAM "
"9/24/2019","A","A3 750  ","10:40","320","ATH "
"9/24/2019","D","AC 883  ","10:40","77W","YYZ "
"9/24/2019","A","SK 1707 ","10:45","319","HEL "
"9/24/2019","D","D8 3280 ","10:45","73H","DBV "
"9/24/2019","A","FR 4471 ","10:50","73H","SVQ "
"9/24/2019","A","SK 2758 ","10:50","AT7","SZZ "
"9/24/2019","A","SK 640  ","10:50","321","FRA "
"9/24/2019","D","D8 3086 ","10:50","73H","AAL "
"9/24/2019","D","D8 3223 ","10:50","73H","OSL "
"9/24/2019","D","EZY8266 ","10:50","319","LGW "
"9/24/2019","D","FR 4048 ","10:50","73H","AGP "
"9/24/2019","D","VY 1871 ","10:55","32A","BCN "
"9/24/2019","A","D8 5570 ","11:00","73H","BCN "
"9/24/2019","A","SK 1875 ","11:00","CR9","SVG "
"9/24/2019","A","SK 670  ","11:00","AT7","HAJ "
"9/24/2019","D","DX 036  ","11:00","AT7","RNN "
"9/24/2019","D","GL 781  ","11:00","332","SFJ "
"9/24/2019","D","SK 1777 ","11:00","32A","FAE "
"9/24/2019","A","DX 077  ","11:05","AT7","KRP "
"9/24/2019","A","KL 1127 ","11:05","73J","AMS "
"9/24/2019","A","SN 2257 ","11:05","319","BRU "
"9/24/2019","A","WF 305  ","11:05","DH4","TRF "
"9/24/2019","D","SK 763  ","11:05","CR9","WRO "
"9/24/2019","A","NJE225  ","11:10","CJL","TMP "
"9/24/2019","A","SK 1208 ","11:10","32A","AAL "
"9/24/2019","A","SK 1419 ","11:10","320","ARN "
"9/24/2019","A","SK 1455 ","11:10","320","OSL "
"9/24/2019","A","OE 2316 ","11:15","320","STR "
"9/24/2019","D","6I 104  ","11:15","AT7","SGD "
"9/24/2019","D","D8 5071 ","11:15","73H","AGP "
"9/24/2019","D","FR 4470 ","11:15","73H","SVQ "
"9/24/2019","D","SK 1781 ","11:15","320","OTP "
"9/24/2019","D","TK 1784 ","11:15","332","IST "
"9/24/2019","A","AF 1150 ","11:20","318","CDG "
"9/24/2019","A","LH 826  ","11:20","32N","FRA "
"9/24/2019","A","SK 2865 ","11:20","CR9","BGO "
"9/24/2019","A","SK 662  ","11:20","321","MUC "
"9/24/2019","A","SK 752  ","11:20","319","WAW "
"9/24/2019","D","OU 481  ","11:20","CRK","ZAG "
"9/24/2019","A","RC 450  ","11:25","32N","FAE "
"9/24/2019","A","SK 1282 ","11:30","AT7","BLL "
"9/24/2019","A","SK 1630 ","11:30","32A","DUS "
"9/24/2019","D","A3 751  ","11:30","320","ATH "
"9/24/2019","D","SK 1281 ","11:30","AT7","BLL "
"9/24/2019","D","SK 2864 ","11:30","321","BGO "
"9/24/2019","A","D8 2902 ","11:35","73H","LGW "
"9/24/2019","A","SK 1246 ","11:35","AT7","AAR "
"9/24/2019","A","SK 658  ","11:35","CR9","STR "
"9/24/2019","A","TP 754  ","11:35","320","LIS "
"9/24/2019","D","SK 1627 ","11:35","CR9","DUS "
"9/24/2019","D","SK 436  ","11:35","AT7","GOT "
"9/24/2019","A","FR 7384 ","11:40","73H","STN "
"9/24/2019","A","SK 745  ","11:40","CR9","VNO "
"9/24/2019","D","OE 2317 ","11:40","320","STR "
"9/24/2019","A","OS 309  ","11:45","E95","VIE "
"9/24/2019","D","DX 076  ","11:45","AT7","KRP "
"9/24/2019","D","SK 1420 ","11:45","320","ARN "
"9/24/2019","D","SK 1458 ","11:45","320","OSL "
"9/24/2019","A","SK 552  ","11:50","32A","AMS "
"9/24/2019","D","D8 5573 ","11:50","73H","BCN "
"9/24/2019","D","KL 1128 ","11:50","73J","AMS "
"9/24/2019","D","SN 2258 ","11:50","319","BRU "
"9/24/2019","A","SK 2889 ","11:55","CR9","TRD "
"9/24/2019","D","SK 1868 ","11:55","CR9","SVG "
"9/24/2019","D","SK 567  ","11:55","319","CDG "
"9/24/2019","A","SK 594  ","12:00","320","BRU "
"9/24/2019","A","SK 602  ","12:00","319","ZRH "
"9/24/2019","D","SK 1213 ","12:00","AT7","AAL "
"9/24/2019","D","SK 1647 ","12:00","CR9","HAM "
"9/24/2019","A","LH 2442 ","12:05","32A","MUC "
"9/24/2019","A","PC 1071 ","12:05","32N","SAW "
"9/24/2019","A","SK 1421 ","12:05","32A","ARN "
"9/24/2019","A","SK 1467 ","12:05","73W","OSL "
"9/24/2019","A","SU 2658 ","12:05","73H","SVO "
"9/24/2019","D","LH 827  ","12:05","32N","FRA "
"9/24/2019","D","SK 1683 ","12:05","32A","MXP "
"9/24/2019","D","AF 1151 ","12:10","318","CDG "
"9/24/2019","D","FR 7620 ","12:10","73H","KUN "
"9/24/2019","D","SK 1247 ","12:10","AT7","AAR "
"9/24/2019","D","D8 2903 ","12:15","73H","LGW "
"9/24/2019","D","NJE040  ","12:15","CJL","AGH "
"9/24/2019","D","SK 1673 ","12:15","32A","TXL "
"9/24/2019","D","SK 925  ","12:20","333","IAD "
"9/24/2019","D","SQ 351  ","12:20","77W","SIN "
"9/24/2019","D","TP 757  ","12:20","320","LIS "
"9/24/2019","A","BT 195  ","12:25","DH4","TLL "
"9/24/2019","D","RC 453  ","12:25","32N","FAE "
"9/24/2019","D","SK 935  ","12:25","343","SFO "
"9/24/2019","D","OS 310  ","12:30","E95","VIE "
"9/24/2019","D","SK 1591 ","12:30","CR9","BRU "
"9/24/2019","D","SK 2882 ","12:30","CR9","TRD "
"9/24/2019","A","FR 1327 ","12:35","73H","NAP "
"9/24/2019","A","OE 1320 ","12:35","320","VIE "
"9/24/2019","A","AY 953  ","12:40","32B","HEL "
"9/24/2019","A","D8 3087 ","12:40","73H","AAL "
"9/24/2019","A","SK 2684 ","12:40","CR9","BLQ "
"9/24/2019","A","SK 502  ","12:40","32A","LHR "
"9/24/2019","D","LH 2443 ","12:45","32A","MUC "
"9/24/2019","D","PC 1072 ","12:45","32N","SAW "
"9/24/2019","D","SK 1755 ","12:45","CR9","POZ "
"9/24/2019","A","SK 2534 ","12:50","CR9","BHX "
"9/24/2019","A","SK 566  ","12:50","321","CDG "
"9/24/2019","D","SK 1742 ","12:50","CR9","VNO "
"9/24/2019","D","SK 547  ","12:50","320","AMS "
"9/24/2019","D","SK 927  ","12:50","333","BOS "
"9/24/2019","A","BA 814  ","12:55","319","LHR "
"9/24/2019","A","D8 3665 ","12:55","73H","PMI "
"9/24/2019","A","DX 039  ","12:55","AT7","RNN "
"9/24/2019","A","EJU3825 ","12:55","32A","CDG "
"9/24/2019","A","FI 204  ","12:55","763","KEF "
"9/24/2019","D","SU 2659 ","12:55","73H","SVO "
"9/24/2019","A","D8 3375 ","13:00","73H","ATH "
"9/24/2019","A","PS 161  ","13:00","E95","KBP "
"9/24/2019","D","FR 1328 ","13:00","73H","NAP "
"9/24/2019","D","OE 1321 ","13:00","320","VIE "
"9/24/2019","D","SK 759  ","13:00","321","GDN "
"9/24/2019","D","WF 267  ","13:00","DH4","KRS "
"9/24/2019","A","SK 1610 ","13:05","CR9","GVA "
"9/24/2019","A","SK 540  ","13:05","321","MAN "
"9/24/2019","A","D8 3197 ","13:10","73H","ARN "
"9/24/2019","A","SK 902  ","13:10","333","EWR "
"9/24/2019","D","BT 196  ","13:10","DH4","TLL "
"9/24/2019","D","SK 1422 ","13:10","32A","ARN "
"9/24/2019","A","D8 3731 ","13:15","73H","FCO "
"9/24/2019","A","EK 151  ","13:15","77W","DXB "
"9/24/2019","A","FI 206  ","13:15","75W","KEF "
"9/24/2019","A","SK 936  ","13:15","343","SFO "
"9/24/2019","D","SK 675  ","13:15","319","FRA "
"9/24/2019","A","ATL006  ","13:20","CJL","HAM "
"9/24/2019","A","SK 944  ","13:20","333","ORD "
"9/24/2019","D","AY 954  ","13:20","32B","HEL "
"9/24/2019","A","FR 407  ","13:25","73H","CIA "
"9/24/2019","A","SK 1686 ","13:25","321","MXP "
"9/24/2019","D","EJU3826 ","13:25","32A","CDG "
"9/24/2019","D","SK 1456 ","13:25","73W","OSL "
"9/24/2019","A","FR 2992 ","13:30","73H","BGY "
"9/24/2019","A","SK 1709 ","13:30","CR9","HEL "
